"trial_type","trial_index","time_elapsed","internal_node_id","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task","slide_name","correct_answer","difficulty","rank","items","correct","question_order","mental_demand","physical_demand","temporal_demand","performance","effort","frustration","ai_answer","confidence_rating","trust_rating","ai_certainty"
"survey-likert","523","1249461","0.0-523.0","","","","","","25969","","{""mental_demand"":6,""physical_demand"":3,""temporal_demand"":4,""performance"":4,""effort"":6,""frustration"":6}","nasa_tlx","","","","","","","[0,1,2,3,4,5]","","","","","","","","","",""
"html-keyboard-response","524","1250422","0.0-524.0","","","","","","959","
      <div>
        <h1>Block Transparent AI</h1>
        <p><em>Press any key to begin.</em></p>
      </div>","s","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","525","1254424","0.0-525.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","526","1255797","0.0-526.0","","","","","","1364","img_transparent/Image29.jpg","d","transparent_trial","Image29","Danger","0.04","2","3","1","","","","","","","","Danger","","","99"
"html-keyboard-response","527","1256798","0.0-527.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","528","1260800","0.0-528.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","529","1261981","0.0-529.0","","","","","","1175","img_transparent/Image147.jpg","d","transparent_trial","Image147","Danger","0.36","97","7","1","","","","","","","","Danger","","","89"
"html-keyboard-response","530","1262983","0.0-530.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","531","1266985","0.0-531.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","532","1267843","0.0-532.0","","","","","","847","img_transparent/Image67.jpg","s","transparent_trial","Image67","Safe","0.13","41","5","1","","","","","","","","Safe","","","96"
"html-keyboard-response","533","1268847","0.0-533.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","534","1272857","0.0-534.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","535","1273865","0.0-535.0","","","","","","997","img_transparent/Image61.jpg","s","transparent_trial","Image61","Safe","0.73","147","4","1","","","","","","","","Safe","","","77"
"html-keyboard-response","536","1274868","0.0-536.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","537","1278871","0.0-537.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","538","1279832","0.0-538.0","","","","","","949","img_transparent/Image59.jpg","s","transparent_trial","Image59","Safe","0.27","75","6","1","","","","","","","","Safe","","","92"
"html-keyboard-response","539","1280883","0.0-539.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","540","1284896","0.0-540.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","541","1286014","0.0-541.0","","","","","","1106","img_transparent/Image35.jpg","s","transparent_trial","Image35","Safe","0.6","141","6","1","","","","","","","","Safe","","","81"
"html-keyboard-response","542","1287015","0.0-542.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","543","1291027","0.0-543.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","544","1292122","0.0-544.0","","","","","","1087","img_transparent/Image131.jpg","s","transparent_trial","Image131","Safe","0.29","79","4","1","","","","","","","","Safe","","","91"
"html-keyboard-response","545","1293123","0.0-545.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","546","1297125","0.0-546.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","547","1297907","0.0-547.0","","","","","","772","img_transparent/Image117.jpg","s","transparent_trial","Image117","Safe","0.65","144","8","1","","","","","","","","Safe","","","80"
"html-keyboard-response","548","1298908","0.0-548.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","549","1302918","0.0-549.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","550","1304206","0.0-550.0","","","","","","1280","img_transparent/Image85.jpg","d","transparent_trial","Image85","Danger","0.3","80","6","1","","","","","","","","Danger","","","91"
"html-keyboard-response","551","1305207","0.0-551.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","552","1309210","0.0-552.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>Initializing runtime environment</div>  <div>Loading image</div>  <div>Searching database</div>  <div>Comparing patterns</div>  <div>Resolving output</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","553","1310313","0.0-553.0","","","","","","1080","img_transparent/Image25.jpg","d","transparent_trial","Image25","Danger","0.05","4","3","1","","","","","","","","Danger","","","98"
"html-keyboard-response","554","1311315","0.0-554.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Danger</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"survey-likert","555","1316935","0.0-555.0","","","","","","5616","","{""confidence"":5,""trust"":5}","questionnaire","","","","","","","[0,1]","","","","","","","","","",""
